#NAME(1),a(au),Period(day),Excentricity(1),Mass(Mjup),Mstar(Msun),Rstar(Rsun),Teff(K),Rplanet(Rjup)
KOI_4062.01,0.0410698,3.058966008,0,0.026917392048946723,,1.116,6238,0.2622896827626127
KOI_4066.01,0.554578,126.5575829,0,0.037854874247109774,,1.854,6501,0.30778891344592313
KOI_818.01,0.064,8.114368,0,0.017883258205377034,0.529,0.509,3935,0.2043004671858446
KOI_821.01,0.145,21.81293,0,0.041880897203973984,0.85,0.95,5535,0.321171040117485
KOI_823.01,0.021,1.028414,0,0.469585504647982,1.12,1.06,6265,0.7761633469505886
KOI_824.01,0.109,15.375871,0,0.4274717936257421,0.726,0.72,4981,0.8564561069799599
KOI_826.01,0.067,6.365815,0,0.02148430868941088,0.971,0.86,5780,0.23106472052896834
KOI_2220.04,0.0732587,7.66479864,0,0.0027190766623630233,,0.9,5975,0.08564561069799599
KOI_4067.01,0.0940246,9.68824483,0,0.03660046286224619,,1.222,6450,0.3033282045554025
KOI_4068.01,0.136545,19.5971498,0,0.04912945942734774,,1.019,5569,0.34240401443636315
KOI_4069.01,0.0938018,13.06259346,0,0.01105075068646744,,0.655,4522,0.128468416046994
KOI_4072.01,0.0152421,0.692978977,0,0.001519853494962548,,1.024,6103,0.07270955491548618
KOI_830.01,0.042,3.52563247,0,0.7717601672817583,0.768,0.674,4988,0.87162251720773
KOI_833.01,0.05,3.9514177,0,1,1.06,0.97,6093,3.9254238236581496
KOI_834.01,0.16,23.653593,0,0.10942421577016534,0.97,0.9,5779,0.4995993957383099
KOI_834.05,0.265,50.4454,0,0.015125076465614909,0.97,0.9,5779,0.17842835562082499
KOI_4076.01,0.47844,124.828209,0,0.01993979099828245,,0.847,5835,0.22035901919171888
KOI_2220.05,0.0983863,11.9292738,0,0.0036191939986994098,,0.9,5975,0.092782744922829
KOI_4084.01,0.695837,214.887778,0,0.028190046224740858,,0.876,5375,0.2685346752093416
KOI_838.01,0.057,4.8593843,0,1,1.04,0.98,6045,1.1776271470974449
KOI_841.03,0.068,6.546303,0,0.024565958336960184,0.996,0.919,5399,0.24979969786915496
KOI_843.01,0.051,4.1904091,0,0.12184318727504166,0.99,1.04,5956,0.5263636490814337
KOI_844.01,0.045,3.709884,0,0.041880897203973984,0.905,0.8,5526,0.321171040117485
KOI_2243.02,0.0836589,8.45807612,0,0.012820257934779422,,1.022,6163,0.15166410227770125
KOI_4087.01,0.333867,101.1105058,0,0.01198298024295648,,0.477,3813,0.1406015442292101
KOI_4091.01,0.733015,225.582092,0,0.02245560576314512,,0.959,6184,0.23730971297569725
KOI_4092.01,0.176493,24.4973025,0,0.02689969201253493,,1.144,6362,0.26220046858480234
KOI_845.01,0.124,16.32986,0,0.0391524451175911,0.957,0.98,5846,0.3122496223364437
KOI_846.01,0.18,27.807543,0,1,1.012,0.91,5923,1.4452696805286822
KOI_847.01,0.361,80.87159,0,0.10152599450943836,0.957,0.86,5738,0.4817565601762275
KOI_118.01,0.167,24.99334,0,0.012750682002143144,0.994,0.93,5906,0.1507719604995971
KOI_849.01,0.088,10.355459,0,0.01910477129521287,0.84,0.89,5455,0.21411402674498997
KOI_850.01,0.089,10.5262937,0,0.41105142996171423,0.84,0.81,5388,0.7493990936074649
KOI_851.01,0.054,4.5835184,0,0.10152599450943836,0.98,0.87,5796,0.4817565601762275
KOI_852.01,0.045,3.761849,0,0.016007682752572028,0.88,0.9,5577,0.18734977340186623
KOI_854.01,0.231,56.05628,0,0.016763673268475034,0.52,0.503,3893,0.19448690762669923
KOI_855.01,0.228,41.4083,0,1,0.916,0.82,5579,1.0884129692870324
KOI_856.01,0.234,39.748877,0,1,1.08,0.98,6129,1.3382126671561874
KOI_2250.02,0.0132479,0.626289323,0,0.013915474948216338,,0.823,4922,0.16504622894926313
KOI_4097.01,0.0335039,2.790653585,0,0.0019465993159396104,,0.62,4358,0.07797319140630052
KOI_4097.02,0.0446995,4.449108,0,0.0003187405370686355,,0.571,,0.0463913724614145
KOI_4098.01,0.0222001,1.121722451,0,0.017159639268264762,,2.571,5023,0.19805547473911575
KOI_4099.01,0.0523635,4.95062102,0,0.008914058575312862,,0.725,5435,0.12043914004405687
KOI_858.01,0.108,13.6101451,0,1,0.911,0.94,5707,1.3382126671561874
KOI_861.01,0.031,2.237492,0,0.013465098415445489,0.819,0.73,5215,0.15969337828063837
KOI_863.01,0.042,3.167876,0,0.02303518150964036,0.993,0.89,5859,0.24087828008811374
KOI_865.01,0.469,119.02088,0,0.1441375361848076,0.972,0.86,5779,0.6155778268918463
KOI_867.01,0.114,16.085351,0,0.03421728956301689,0.772,0.79,5192,0.2944067867743612
KOI_4103.01,0.567779,184.771377,0,0.018227646169499352,,0.677,5220,0.20715532087577782
KOI_2257.02,0.289136,59.2844467,0,0.013538959863280521,,0.834,5575,0.1605855200587425
KOI_4109.01,0.0144921,0.655955437,0,0.012294124486328181,,1.755,4968,0.14479461058629947
KOI_4120.01,0.463453,110.459628,0,0.01438415344457048,,1.031,6297,0.17039907961788786
KOI_4121.01,0.62565,198.088159,0,0.024140844568189358,,0.764,5462,0.24739091506827385
KOI_4123.01,0.246292,44.6230571,0,0.010551076838668526,,1.239,6198,0.12668413249078572
KOI_4126.01,0.0809333,8.10502171,0,0.011878609310077826,,1.009,6208,0.13917411738424348
KOI_4127.01,0.081996,8.82717272,0,0.020274548121137523,,1.01,5812,0.2227678019926
KOI_1212.01,0.098,11.30118,0,0.012750682002143144,0.98,0.98,5919,0.1507719604995971
KOI_1214.01,0.05,4.241499,0,0.009594493778887308,0.93,1.06,5788,0.12311556537836923
KOI_1215.01,0.139,17.3244,0,0.02656592082530671,1.199,1.65,5946,0.2605053992064045
KOI_1215.02,0.214,33.0059,0,0.035627365217261134,1.199,1.65,5946,0.29975963744298595
KOI_1216.01,0.099,11.13127,0,0.013465098415445489,1.05,1.16,6117,0.15969337828063837
KOI_1218.01,0.185,29.61981,0,0.017672411887566086,0.959,1.05,5870,0.20251618362963636
KOI_153.01,0.076,8.925113,0,0.01993979099828245,0.745,0.687,4725,0.22035901919171888
KOI_1220.01,0.069,6.400954,0,0.014707583850186152,1.057,1.69,5356,0.17396764673030435
KOI_167.01,0.06,4.919576,0,0.019696432622782308,1.202,1.14,6485,0.21857473563551064
KOI_1405.01,0.102,11.41904,0,0.018760945893355332,1.098,1.01,6188,0.2114376014106776
KOI_1406.01,0.103,11.361168,0,0.026219735239476377,1.12,1.03,6243,0.25872111565019623
KOI_1408.01,0.097,14.53398,0,0.006869220436618467,0.567,0.54,4166,0.11151772226301562
KOI_1409.01,0.126,16.56062,0,0.047897893277621735,0.977,1.05,5918,0.3390138756795675
KOI_1410.01,0.127,15.74954,0,0.02069360640969991,1.09,1.01,6171,0.22571186986034358
KOI_1412.01,0.227,37.81266,0,0.020438317116158008,1.09,1.08,6210,0.22392758630413534
KOI_1590.01,0.096,12.89016,0,0.012341080220345241,0.718,0.71,4931,0.14541910983097237
KOI_1590.02,0.031,2.355788,0,0.005634853063316614,0.718,0.71,4931,0.10527272981628674
KOI_1590.03,0.05,4.746676,0,0.004999082786450556,0.718,0.71,4931,0.10170416270387023
KOI_1591.01,0.135,19.65667,0,0.028190046224740858,0.841,0.74,5289,0.2685346752093416
KOI_1595.01,0.231,40.10999,0,0.02800412939982539,1.024,0.93,5966,0.26764253343123745
KOI_1022.01,0.135,18.82729,0,0.021619793887072344,0.93,0.85,5669,0.2319568623070725
KOI_1024.01,0.053,5.747719,0,0.013246260359756167,0.592,0.562,4299,0.15701695294632598
KOI_1029.01,0.2,32.31153,0,0.02800412939982539,1.015,0.96,5973,0.26764253343123745
KOI_1030.01,0.091,9.22969,0,0.018648153766136766,1.17,1.1,6409,0.21054545963257348
KOI_1031.01,0.117,14.55916,0,0.015470226374563717,1,0.97,5952,0.1819969227332415
KOI_1032.01,1.571,650,0,1,1.225,2.52,5007,2.266040116384477
KOI_138.01,0.297,48.937964,0,1,1.46,1.74,7060,2.078690342982611
KOI_1226.01,0.478,137.759611,0,1,0.768,0.79,5174,3.033282045554025
KOI_1227.01,0.032,2.1552777,0,1,0.944,0.84,5674,2.4979969786915497
KOI_1232.01,0.435,119.4078,0,1,0.772,0.8,5203,1.4274268449665999
KOI_1236.01,0.232,35.74113,0,0.06350254422557718,1.31,1.27,6779,0.3836209645847737
KOI_1236.03,0.307,54.3995,0,0.02992676470192619,1.31,1.27,6779,0.2765639512122787
KOI_1420.01,0.102,13.351585,0,0.06973710034020508,0.8,0.77,4682,0.40146380014685623
KOI_1421.01,1.193,485,0,0.39232274264342726,0.96,0.96,5853,0.8386132714178774
KOI_1423.01,0.471,124.41949,0,0.09393187576166998,0.898,0.79,5503,0.463913724614145
KOI_1424.01,0.02,1.2195847,0,0.01182725005742083,0.724,0.637,4797,0.13114484138130636
KOI_1425.01,0.032,2.053899,0,0.018097474040081694,0.993,0.89,5853,0.20608475074205287
KOI_186.01,0.044,3.2432603,0,1,1.06,0.97,6089,1.0973343870680736
KOI_1597.01,0.086,7.796734,0,0.022743116290617295,1.402,1.424,6443,0.2390939965319055
KOI_1599.01,0.143,20.41724,0,0.014304699747848941,0.94,0.92,5760,0.16950693783978374
KOI_1601.01,0.092,10.35113,0,0.012074933219429838,0.959,0.85,5726,0.14185054271855588
KOI_1601.02,0.305,62.9147,0,0.01495626566117161,0.959,0.85,5726,0.17664407206461674
KOI_1602.01,0.09,9.97741,0,0.012960600326431513,0.982,0.87,5818,0.1534483858339095
KOI_1603.01,0.042,3.021542,0,0.01254424386703551,1.111,1.02,6218,0.14809553516528473
KOI_1050.01,0.021,1.269095,0,0.010065691368859842,0.75,0.76,5088,0.12489984893457748
KOI_1050.02,0.036,2.853135,0,0.010065691368859842,0.75,0.76,5088,0.12489984893457748
KOI_1051.01,0.071,6.796859,0,0.018097474040081694,1.05,0.95,6050,0.20608475074205287
KOI_1238.01,0.17,27.07259,0,0.014304699747848941,0.9,0.86,5612,0.16950693783978374
KOI_1239.01,0.017,0.7832832,0,0.009828325711068054,1.06,0.85,5849,0.12400770715647336
KOI_1239.02,0.043,3.174067,0,0.011684873155803164,1.06,0.85,5849,0.13649769204993112
KOI_1242.01,0.445,99.64357,0,1,1.19,1.12,6446,4.639137246141449
KOI_155.01,0.061,5.660691,0,0.04601180203240715,0.956,1.3,5723,0.33366102501094275
KOI_1245.01,0.118,13.7199,0,0.015735915149708655,1.16,1.11,6382,0.18467334806755384
KOI_1246.01,0.145,19.03707,0,0.021349893727018857,1.12,1.07,6282,0.23017257875086425
KOI_1426.03,0.565,150.0191,0,1,1.07,1.04,6138,1.3114484138130635
KOI_1427.01,0.031,2.613004,0,0.009364181658773018,0.568,0.541,4168,0.12222342360026513
KOI_1428.01,0.017,0.9278551,0,0.011564804514926986,0.7,0.685,4858,0.13025269960320224
KOI_1429.01,0.678,205.9172,0,0.07965316849429974,0.98,0.87,5803,0.42822805348997994
KOI_1431.01,0.983,345.1613,0,0.2666336927691687,1.063,1.003,5649,0.7538598024979855
KOI_1433.01,0.142,19.80762,0,0.01696010811674252,0.973,0.86,5781,0.1962711911829075
KOI_1434.01,0.03,2.343248,0,0.003260699373810079,0.679,0.657,4751,0.09010631958851661
KOI_1606.01,0.058,5.082709,0,0.012140985226052094,1.018,0.938,5578,0.14274268449666
KOI_1609.01,0.245,41.69831,0,0.01910477129521287,1.13,1.06,6292,0.21411402674498997
KOI_1612.01,0.036,2.465031,0,0.0013018906606631936,1.055,1.31,6027,0.06958705869212174
KOI_1613.01,0.124,15.8662,0,0.004002722177048817,1.012,1.041,5945,0.09545917025714137
KOI_188.01,0.044,3.79701711,0,0.3932803087946055,0.807,0.71,5152,0.7404776758264238
KOI_1615.01,0.025,1.340638,0,0.0054712583658563475,1.153,1.115,5986,0.1043805880381826
KOI_1616.01,0.12,13.93281,0,0.009594493778887308,1.175,1.128,6037,0.12311556537836923
KOI_1618.01,0.037,2.36432,0,0.0012440896714201372,1.22,1.29,6134,0.06869491691401762
KOI_1619.01,0.129,20.66589,0,0.001423394081734606,0.666,0.619,4806,0.07137134224833
KOI_1621.01,0.155,20.31035,0,0.02006293496229358,1.209,1.76,5990,0.22125116096982297
KOI_1622.01,0.397,69.83732,0,0.041880897203973984,1.71,2.03,7730,0.321171040117485
KOI_1626.01,0.037,2.534773,0,0.015558126522595864,1.01,0.9,5439,0.1828890645113456
KOI_1627.01,0.091,10.29678,0,0.016379849649289752,0.95,0.82,5207,0.19091834051428275
KOI_1627.02,0.063,5.93916,0,0.010799121778904323,0.95,0.82,5207,0.12757627426888987
KOI_1053.01,0.022,1.224862,0,0.007251222153933125,0.912,0.81,5564,0.11330200581922387
KOI_1059.01,0.019,1.022693,0,0.0036191939986994098,0.91,0.81,5549,0.092782744922829
KOI_1060.01,0.112,12.10995,0,0.015296376462899665,1.27,1.24,6678,0.18021263917703323
KOI_1060.02,0.06,4.757896,0,0.010799121778904323,1.27,1.24,6678,0.12757627426888987
KOI_1060.03,0.159,20.49659,0,0.01478988332302201,1.27,1.24,6678,0.17485978850840847
KOI_1060.04,0.086,8.1938,0,0.011564804514926986,1.27,1.24,6678,0.13025269960320224
KOI_1061.01,0.234,41.81287,0,0.01910477129521287,0.98,0.97,5900,0.21411402674498997
KOI_1063.01,0.43,89.6981594,0,1,1.32,1.86,6276,13.738983382803523
KOI_156.01,0.07,8.041317,0,0.012140985226052094,0.709,0.654,4619,0.14274268449666
KOI_1257.01,0.355,86.64774,0,0.15631025671185253,0.8,0.85,5311,0.6334206624539287
KOI_1258.03,0.538,148.2682,0,1,0.943,0.84,5675,1.605855200587425
KOI_1261.01,0.516,133.461,0,0.15011862494678832,1.03,0.93,5976,0.6244992446728874
KOI_1437.01,0.073,7.01773,0,0.013465098415445489,1.04,1,6066,0.15969337828063837
KOI_1438.01,0.07,6.911301,0,0.010065691368859842,0.97,0.99,5894,0.12489984893457748
KOI_1439.01,1.129,394.6107,0,0.2064363180783484,1.231,1.65,5930,0.6958705869212174
KOI_1440.01,0.075,7.19294,0,0.012341080220345241,1.09,1,6186,0.14541910983097237
KOI_1441.01,0.08,8.50691,0,0.012750682002143144,0.94,0.98,5803,0.1507719604995971
KOI_1444.01,0.261,44.93128,0,0.0391524451175911,1.18,1.38,6374,0.3122496223364437
KOI_1445.01,0.078,7.168879,0,0.0074472135885528135,1.21,1.22,6182,0.11419414759732799
KOI_189.01,0.17,30.360447,0,0.4841798561524819,0.711,0.699,4905,0.8814360767668755
KOI_1629.01,0.055,4.409673,0,0.012363025573426995,1.147,1.15,5864,0.1329291249375146
KOI_1630.01,0.097,11.30488,0,0.012820257934779422,0.95,0.85,5688,0.15166410227770125
KOI_1632.01,0.057,4.59492,0,0.009137374910657577,1.18,1.26,6454,0.121331281822161
KOI_1633.01,0.188,32.29861,0,0.01289022817154194,0.85,0.75,5315,0.15255624405580537
KOI_1637.01,0.038,2.970439,0,0.010799121778904323,0.8,0.55,4894,0.12757627426888987
KOI_1639.02,0.094,9.98226,0,0.009137374910657577,1.13,1.04,6266,0.121331281822161
KOI_1641.01,0.057,4.85382,0,0.009137374910657577,1.05,0.96,6042,0.121331281822161
KOI_1643.01,0.098,11.04564,0,0.01564668691793328,1.04,1.03,6074,0.18378120628944974
KOI_1646.01,0.042,3.720226,0,0.0025222038187798844,0.73,0.72,4969,0.08386132714178773
KOI_190.01,0.101,12.2648616,0,1,0.902,1.42,5535,1.5344838583390947
KOI_1647.03,0.066,6.33091,0,0.004272681339965264,0.96,1.08,5880,0.09724345381334962
KOI_1648.01,0.211,38.32527,0,0.010306604131922276,0.854,0.75,5331,0.1257919907126816
KOI_1649.01,0.04,4.043539,0,0.0038720518146814213,0.534,0.513,3969,0.09456702847903725
KOI_1650.01,0.068,6.53251,0,0.01726058492951195,1,0.85,5426,0.19894761651721984
KOI_1651.01,0.274,51.3002,0,0.02303518150964036,1.045,0.94,6034,0.24087828008811374
KOI_1066.01,0.063,5.7148112,0,0.7456644123411199,1.02,0.92,5472,0.8653775247610012
KOI_1067.01,0.653,185.02311,0,1,1.08,1.04,6182,3.300924578985262
KOI_1069.01,0.083,8.704142,0,0.06049780884697308,1.02,1.17,5221,0.37469954680373246
KOI_1069.02,0.036,2.466961,0,0.018648153766136766,1.02,1.17,5221,0.21054545963257348
KOI_141.01,0.037,2.6242336,0,0.10269132466823744,1.002,0.933,5425,0.4844329855105398
KOI_1070.03,0.409,92.7557,0,0.025376995857834782,1.06,1.02,5634,0.2542604067596756
KOI_1072.01,0.094,10.12824,0,0.021619793887072344,1.07,1.07,6149,0.2319568623070725
KOI_1074.01,0.049,3.7705565,0,1,1.1,0.99,6075,0.9902773736955787
KOI_142.01,0.098,10.916386,0,0.04726129824584893,1.065,0.997,5621,0.3372295921233592
KOI_1261.02,0.121,15.19471,0,0.015296376462899665,1.03,0.93,5976,0.18021263917703323
KOI_1264.01,0.111,14.13179,0,0.031995272040181454,0.923,0.83,5612,0.28548536899332
KOI_1266.01,0.085,11.419267,0,0.015558126522595864,0.626,0.597,4482,0.1828890645113456
KOI_1268.01,0.849,268.9424,0,1,1.13,1.08,6299,1.0705701337249498
KOI_156.03,0.09,11.776147,0,0.02069360640969991,0.709,0.654,4619,0.22571186986034358
KOI_1271.01,0.628,161.85932,0,0.6564346269368639,1.26,1.42,6629,0.9367488670093311
KOI_1273.01,0.224,40.05488,0,0.0391524451175911,0.933,0.83,5639,0.3122496223364437
KOI_1274.01,0.923,362,0,0.07727874437505224,0.801,0.787,5310,0.4219830610432511
KOI_1275.01,0.256,50.28578,0,0.031995272040181454,0.884,0.94,5625,0.28548536899332
KOI_1276.01,0.153,22.78983,0,0.015296376462899665,0.923,0.82,5603,0.18021263917703323
KOI_1445.02,0.299,54.3443,0,0.004699563696015829,1.21,1.22,6182,0.099919879147662
KOI_1445.03,0.154,20.0196,0,0.002336069052052448,1.21,1.22,6182,0.08207704358557949
KOI_1452.01,0.025,1.1522169,0,1,1.5,1.81,7162,2.0519260896394873
KOI_1456.01,0.08,7.886632,0,0.6459678988084904,1.08,1.21,5604,0.8386132714178774
KOI_1457.01,0.078,8.0276729,0,0.26367792232567666,0.98,0.81,5364,0.6601849157970525
KOI_1458.01,0.084,8.981345,0,0.06049780884697308,0.99,0.61,5751,0.37469954680373246
KOI_1687.01,0.043,3.932449,0,0.012093320795718886,0.685,0.664,4775,0.13203698315941048
KOI_1688.01,0.018,0.921056,0,0.004699563696015829,0.965,0.92,5822,0.099919879147662
KOI_191.03,0.015,0.7085982,0,0.006683170224232892,0.93,0.88,5696,0.11062558048491149
KOI_1693.01,0.043,3.403746,0,0.017989941138038083,0.898,0.84,5577,0.20519260896394872
KOI_1700.01,0.076,8.037617,0,0.044793487767834275,0.917,1.95,4996,0.33009245789852626
KOI_1701.01,0.041,2.439006,0,0.013031382012060519,1.57,1.92,7288,0.1543405276120136
KOI_1702.01,0.021,1.5381625,0,0.011749177082366715,0.487,0.479,3673,0.13738983382803524
KOI_1704.01,0.089,10.418751,0,0.024565958336960184,0.88,1.03,5639,0.24979969786915496
KOI_1705.01,0.152,20.49941,0,0.024565958336960184,1.12,1.03,6243,0.24979969786915496
KOI_1706.01,0.028,1.9214304,0,0.008264894820840073,0.78,0.81,5213,0.11776271470974449
KOI_1708.01,0.201,32.77373,0,0.01696010811674252,1.003,0.9,5890,0.1962711911829075
KOI_191.04,0.218,38.65154,0,0.017989941138038083,0.93,0.88,5696,0.20519260896394872
KOI_1710.01,0.11,14.20437,0,0.012960600326431513,0.87,0.56,5169,0.1534483858339095
KOI_1711.01,0.257,55.67454,0,0.01696010811674252,0.73,0.72,4991,0.1962711911829075
KOI_1081.01,0.093,9.955121,0,0.01696010811674252,1.07,0.98,6129,0.1962711911829075
KOI_1082.01,0.064,6.503227,0,0.011564804514926986,0.813,0.73,5194,0.13025269960320224
KOI_1082.02,0.047,4.096729,0,0.0065003931000440695,0.813,0.73,5194,0.10973343870680737
KOI_1082.03,0.021,1.196577,0,0.0033774626661531937,0.813,0.73,5194,0.09099846136662075
KOI_1083.01,0.073,7.33674,0,0.013538959863280521,0.97,0.87,5804,0.1605855200587425
KOI_1085.01,0.063,7.71797,0,0.0038720518146814213,0.55,0.526,4072,0.09456702847903725
KOI_1086.01,0.181,27.66556,0,0.017672411887566086,1.031,1.05,6058,0.20251618362963636
KOI_1276.02,0.107,13.26107,0,0.0065003931000440695,0.923,0.82,5603,0.10973343870680737
KOI_1278.01,0.171,24.80446,0,0.019817626083733695,1.082,0.99,6144,0.21946687741361473
KOI_1278.02,0.252,44.34713,0,0.02992676470192619,1.082,0.99,6144,0.2765639512122787
KOI_1279.01,0.115,14.37438,0,0.011878609310077826,0.987,0.88,5835,0.13917411738424348
KOI_1279.02,0.088,9.6519,0,0.0019944594551458803,0.987,0.88,5835,0.07850847647316299
KOI_1281.01,0.261,49.47779,0,0.015125076465614909,0.97,0.86,5772,0.17842835562082499
KOI_1282.01,0.2,30.86392,0,0.02800412939982539,1.111,1.92,5873,0.26764253343123745
KOI_1283.01,0.078,8.09214,0,0.011564804514926986,0.95,1.65,5671,0.13025269960320224
KOI_1463.01,1.382,580,0,1,1.046,1.093,6020,1.4532989565316194
KOI_1465.01,0.089,9.771455,0,0.34447454544411765,0.981,0.88,5812,0.7137134224832999
KOI_1466.01,0.744,281.5635,0,0.37614647428578146,0.692,0.67,4803,0.8296918536368363
KOI_1470.01,0.122,15.4341,0,0.0391524451175911,1.02,0.79,5645,0.3122496223364437
KOI_1472.01,0.371,85.35172,0,0.10291188761279275,0.935,0.83,5638,0.5442064846435162
KOI_1473.01,0.158,23.02027,0,0.15011862494678832,1,0.89,5396,0.6244992446728874
KOI_1474.01,0.363,69.73297,0,0.37614647428578146,1.313,1.39,6293,0.8296918536368363
KOI_1475.01,0.022,1.6093059,0,0.01105075068646744,0.585,0.556,4265,0.128468416046994
KOI_1746.01,0.102,11.79174,0,0.01399227273788108,1.025,0.93,5973,0.16593837072736725
KOI_1747.01,0.143,20.55873,0,0.014304699747848941,0.92,0.81,5590,0.16950693783978374
KOI_1749.01,0.173,26.96447,0,0.016007682752572028,0.95,0.84,5697,0.18734977340186623
KOI_1750.01,0.075,7.768552,0,0.008055380418801888,0.95,0.94,5800,0.11687057293164037
KOI_1751.01,0.076,8.689298,0,0.026219735239476377,0.76,0.79,5145,0.25872111565019623
KOI_1751.02,0.136,20.99433,0,0.02992676470192619,0.76,0.79,5145,0.2765639512122787
KOI_1754.01,0.116,15.1358,0,0.020822784207977653,0.902,0.911,5705,0.22660401163844773
KOI_1758.01,0.06,5.597163,0,0.011493518353196576,0.9,0.51,5410,0.13382126671561873
KOI_1761.01,0.096,10.12748,0,0.5622995825806367,1.16,1.08,6361,0.8118490180747536
KOI_1762.01,0.018,0.870697,0,0.01726058492951195,1.041,0.94,6010,0.19894761651721984
KOI_1773.01,0.351,83.09699,0,1,0.835,0.88,5445,3.9254238236581496
KOI_22.01,0.081,7.8914502,0,1,1.156,1.112,5972,1.0054437839233488
KOI_195.01,0.042,3.21752044,0,1,0.979,0.93,5866,1.0438058803818262
KOI_1089.01,0.393,86.67831,0,0.44662274419111136,1.08,1.06,6166,0.8653775247610012
KOI_1089.02,0.106,12.218255,0,0.09769096474864088,1.08,1.06,6166,0.4728351423951862
KOI_144.01,0.048,4.1762599,0,0.028566057602846973,0.858,0.795,4955,0.27031895876554984
KOI_1094.01,0.066,6.100295,0,0.026219735239476377,1.019,0.91,5938,0.25872111565019623
KOI_1095.01,0.266,51.59845,0,0.27196474503845175,0.942,0.83,5664,0.7583205113885062
KOI_1096.01,1.062,414,0,0.5917284386561096,0.932,0.83,5632,0.9189060314472487
KOI_1099.01,0.581,161.5266,0,0.10291188761279275,0.999,0.89,5876,0.5442064846435162
KOI_1101.01,0.036,2.84796,0,0.0024278187365781505,0.754,0.663,4931,0.08296918536368363
KOI_145.01,0.476,102.9667,0,1,1.357,3.09,5043,1.35605550271827
KOI_1288.01,0.495,117.93119,0,0.8129376100030409,1.162,1.134,6392,0.9697581127991838
KOI_1299.01,0.303,52.50128,0,0.4274717936257421,1.343,3.29,5061,0.8564561069799599
KOI_1475.02,0.074,9.512123,0,0.013763396940481787,0.585,0.556,4265,0.16326194539305486
KOI_1475.03,0.046,4.729344,0,0.004999082786450556,0.585,0.556,4265,0.10170416270387023
KOI_1476.01,0.273,56.36391,0,0.06350254422557718,0.85,0.83,5450,0.3836209645847737
KOI_1477.01,0.577,169.50391,0,0.2415974586021743,0.892,0.79,5482,0.7315562580453824
KOI_1478.01,0.342,76.13354,0,0.09617822108408051,0.918,0.982,5493,0.4692665752827697
KOI_1480.01,0.135,20.38164,0,0.02303518150964036,0.795,0.7,5097,0.24087828008811374
KOI_1480.02,0.066,7.00433,0,0.004412023453941835,0.795,0.7,5097,0.09813559559145375
KOI_1481.01,0.059,5.10137,0,0.031995272040181454,1.05,0.99,5620,0.28548536899332
KOI_1484.01,0.042,3.470194,0,0.015825818806884787,0.83,0.79,4753,0.185565489845658
KOI_173.01,0.091,10.060791,0,0.02006293496229358,0.978,1.18,5706,0.22125116096982297
KOI_1655.01,0.019,0.9384704,0,0.011684873155803164,0.972,0.98,5885,0.13649769204993112
KOI_1656.01,0.274,51.39,0,0.01696010811674252,1.04,1.04,6076,0.1962711911829075
KOI_191.01,0.118,15.3587794,0,0.8848957632566472,0.93,0.88,5696,0.9813559559145374
KOI_1659.01,0.2,29.53838,0,0.02303518150964036,1.22,1.16,6530,0.24087828008811374
KOI_1660.01,0.213,35.638,0,0.01495626566117161,1.018,0.91,5943,0.17664407206461674
KOI_1662.01,0.016,0.7840262,0,0.012341080220345241,0.867,0.76,5388,0.14541910983097237
KOI_1665.01,0.073,6.9338,0,0.0051533972050433405,1.069,0.97,6119,0.10259630448197436
KOI_1665.02,0.065,5.91461,0,0.0027190766623630233,1.069,0.97,6119,0.08564561069799599
KOI_1669.01,0.319,61.039,0,0.01726058492951195,1.163,1.1,6382,0.19894761651721984
KOI_1672.01,0.176,33.86736,0,0.014225792424438773,0.637,0.608,4539,0.1686147960616796
KOI_1675.01,0.116,14.6243,0,0.3462215171093917,0.97,0.86,5782,0.8118490180747536
KOI_1677.01,0.269,52.06986,0,0.016763673268475034,0.956,0.85,5724,0.19448690762669923
KOI_191.02,0.034,2.4183985,0,0.017989941138038083,0.93,0.88,5696,0.20519260896394872
KOI_1677.02,0.08,8.5117,0,0.0014871817801833484,0.956,0.85,5724,0.07226348402643412
KOI_1681.01,0.057,6.939196,0,0.007058564351880744,0.521,0.503,3891,0.11240986404111974
KOI_1683.01,0.085,9.11513,0,0.013538959863280521,0.981,1.01,5919,0.1605855200587425
KOI_1684.01,0.326,62.81557,0,0.16936376670431344,1.168,1.09,6387,0.6512634980160111
KOI_1685.01,0.354,70.4654,0,0.041880897203973984,1.19,1.12,6450,0.321171040117485
KOI_1686.01,0.231,56.8672,0,0.008477834754398823,0.508,0.494,3815,0.11865485648784863
KOI_1103.01,0.408,90.1386,0,0.11762720397578394,1.12,0.99,6288,0.5174422313003925
KOI_1106.01,0.077,7.425992,0,0.020312190424289847,1.1,1.02,6215,0.22303544452603125
KOI_1106.02,0.128,15.98467,0,0.01696010811674252,1.1,1.02,6215,0.1962711911829075
KOI_1108.01,0.135,18.92532,0,0.01910477129521287,0.91,0.81,5552,0.21411402674498997
KOI_1108.02,0.025,1.475316,0,0.003260699373810079,0.91,0.81,5552,0.09010631958851661
KOI_1110.01,0.083,8.73477,0,0.012274051096458335,1.02,0.93,5945,0.14452696805286824
KOI_1300.01,0.012,0.6313298,0,0.008694217181713183,0.65,0.622,4602,0.11954699826595275
KOI_1302.01,0.286,55.63765,0,0.02303518150964036,1.01,0.9,5908,0.24087828008811374
