#NAME(1),a(au),Period(day),Excentricity(1),Mass(Mjup),Mstar(Msun),Rstar(Rsun),Teff(K),Rplanet(Rjup)
KOI_1852.01,0.124,15.77378,0,0.01945692968027547,1.009,1.037,5939,0.21679045207930236
KOI_201.01,0.052,4.2253846,0,0.8667793189537554,1.047,1.17,5541,0.892141778104125
KOI_1853.01,0.31,60.08556,0,0.016192339464120374,1.1,1.02,6206,0.1891340569580745
KOI_1854.01,0.232,43.03252,0,0.03073623542133343,0.898,1.33,5597,0.2801325183246952
KOI_1856.01,0.245,46.29494,0,0.06503302812128653,0.911,1.6,5353,0.3880816734752943
KOI_1857.01,0.388,88.64578,0,0.02303518150964036,0.99,0.9,5862,0.24087828008811374
KOI_1858.01,0.45,116.33223,0,0.06049780884697308,0.897,0.94,5664,0.37469954680373246
KOI_1858.02,0.368,86.0477,0,0.014625868718771575,0.897,0.94,5664,0.17307550495220023
KOI_2130.01,0.106,16.85481,0,0.01254424386703551,0.562,0.536,4142,0.14809553516528473
KOI_2131.01,0.125,14.36274,0,0.021619793887072344,1.25,1.2,6652,0.2319568623070725
KOI_2132.01,0.321,69.8941,0,0.016007682752572028,0.9,0.84,5584,0.18734977340186623
KOI_2133.01,0.076,6.24658,0,1,1.5,7.6,4837,1.329291249375146
KOI_2134.01,0.23,42.3002,0,0.017989941138038083,0.91,0.97,5719,0.20519260896394872
KOI_225.01,0.018,0.83859769,0,1,1.136,1.07,6293,4.460708890520625
KOI_2137.01,0.115,14.97441,0,0.024725675391208516,0.907,1.5,5469,0.2506918396472591
KOI_2138.01,0.21,23.55539,0,0.01910477129521287,2.22,2.2,9578,0.21411402674498997
KOI_2140.01,0.232,41.6981,0,0.02069360640969991,0.955,0.85,5713,0.22571186986034358
KOI_2143.01,0.054,4.790278,0,0.004999082786450556,0.911,0.81,5549,0.10170416270387023
KOI_2144.01,0.217,38.66952,0,0.06411248722953072,0.909,1.54,5409,0.385405248140982
KOI_2145.01,0.081,8.32649,0,0.012750682002143144,1.03,1,6034,0.1507719604995971
KOI_2146.01,0.036,2.949017,0,0.011493518353196576,0.717,0.71,4929,0.13382126671561873
KOI_226.01,0.075,8.308485,0,0.018315120114395567,0.83,0.73,5240,0.20786903429826112
KOI_2445.01,0.259,47.3635,0,0.026219735239476377,1.03,0.96,5484,0.25872111565019623
KOI_2448.01,0.109,13.62793,0,0.03421728956301689,0.93,1.02,4862,0.2944067867743612
KOI_2449.01,0.281,53.357,0,0.021619793887072344,1.04,0.89,5643,0.2319568623070725
KOI_2450.01,0.126,16.83192,0,0.012140985226052094,0.94,0.93,5782,0.14274268449666
KOI_2451.01,0.102,13.37522,0,0.013538959863280521,0.8,0.86,5311,0.1605855200587425
KOI_2453.01,0.02,1.530552,0,0.0065003931000440695,0.43,0.55,3647,0.10973343870680737
KOI_245.04,0.246,51.2069,0,0.00010089816797830444,0.753,0.728,5288,0.03300924578985262
KOI_2457.01,0.052,3.704297,0,0.004999082786450556,1.34,1.59,6733,0.10170416270387023
KOI_2458.01,0.049,4.354075,0,0.013538959863280521,0.82,0.93,5447,0.1605855200587425
KOI_2460.01,0.085,11.32306,0,0.004699563696015829,0.648,0.62,4592,0.099919879147662
KOI_2461.01,0.111,13.71206,0,0.01696010811674252,0.97,0.8,5345,0.1962711911829075
KOI_2462.01,0.106,12.14664,0,0.010799121778904323,1.07,1.43,6050,0.12757627426888987
KOI_2463.01,0.076,7.46728,0,0.0033774626661531937,1.068,0.97,6103,0.09099846136662075
KOI_2708.01,0.016,0.8683865,0,0.011620833825601714,0.677,0.653,4735,0.135605550271827
KOI_2712.01,0.08,7.507877,0,0.014625868718771575,1.19,1.34,6455,0.17307550495220023
KOI_2715.01,0.082,11.128312,0,0.11762720397578394,0.59,0.6,4210,0.5174422313003925
KOI_2715.02,0.028,2.226494,0,0.02992676470192619,0.59,0.6,4210,0.2765639512122787
KOI_1860.01,0.069,6.319439,0,0.021349893727018857,1.08,1.12,5708,0.23017257875086425
KOI_1860.02,0.107,12.20942,0,0.020312190424289847,1.08,1.12,5708,0.22303544452603125
KOI_1860.03,0.042,3.076508,0,0.012207355308046628,1.08,1.12,5708,0.14363482627476412
KOI_1861.01,0.136,17.50439,0,0.02006293496229358,1.091,1,6162,0.22125116096982297
KOI_1862.01,0.283,56.435,0,0.017989941138038083,0.946,0.85,5702,0.20519260896394872
KOI_1863.01,0.211,33.78882,0,0.020312190424289847,1.1,1.01,6188,0.22303544452603125
KOI_1864.01,0.045,3.21515,0,0.023481952514145137,1.2,2.16,5800,0.2435547054224261
KOI_1866.01,0.442,105.308,0,0.05120179805273337,1.035,0.93,5993,0.3479352934606087
KOI_1868.01,0.11,17.760669,0,0.015470226374563717,0.559,0.533,4121,0.1819969227332415
KOI_1870.01,0.071,7.964294,0,0.01696010811674252,0.75,0.76,5099,0.1962711911829075
KOI_1871.01,0.346,92.725,0,0.01705948286027085,0.644,0.616,4572,0.1971633329610116
KOI_1872.01,0.184,30.52309,0,0.1441375361848076,0.899,0.8,5512,0.6155778268918463
KOI_1873.01,0.344,71.3101,0,0.10152599450943836,1.07,0.97,6134,0.4817565601762275
KOI_1875.01,0.091,9.917215,0,0.016007682752572028,1.01,0.96,5959,0.18734977340186623
KOI_2149.01,0.115,13.15127,0,0.011684873155803164,1.18,1.43,6314,0.13649769204993112
KOI_2150.01,0.137,18.50687,0,0.024565958336960184,1.011,0.91,5919,0.24979969786915496
KOI_2152.01,0.232,42.19301,0,0.015470226374563717,0.93,0.82,5639,0.1819969227332415
KOI_2154.01,0.101,11.92957,0,0.021619793887072344,0.976,0.87,5796,0.2319568623070725
KOI_227.01,0.118,17.660113,0,0.026917392048946723,0.699,0.633,4633,0.2622896827626127
KOI_2155.01,0.05,4.33946,0,0.011564804514926986,0.88,0.82,5520,0.13025269960320224
KOI_2156.01,0.032,2.852375,0,0.03421728956301689,0.538,0.515,4003,0.2944067867743612
KOI_2158.01,0.052,4.562143,0,0.012074933219429838,0.909,1.55,5404,0.14185054271855588
KOI_2159.01,0.075,7.596769,0,0.004002722177048817,0.992,0.88,5853,0.09545917025714137
KOI_2160.01,0.132,17.67089,0,0.013391699751933203,0.98,0.87,5810,0.15880123650253425
KOI_2160.02,0.12,15.40877,0,0.010306604131922276,0.98,0.87,5810,0.1257919907126816
KOI_2162.01,0.458,108.593,0,0.014225792424438773,1.084,0.99,6142,0.1686147960616796
KOI_2164.01,0.056,5.123338,0,0.008477834754398823,0.911,0.81,5545,0.11865485648784863
KOI_2166.01,0.294,61.61929,0,0.031995272040181454,0.9,0.8,5506,0.28548536899332
KOI_2167.01,0.17,24.34003,0,0.0391524451175911,1.1,1.08,5994,0.3122496223364437
KOI_2467.01,0.058,5.056739,0,0.007058564351880744,1.002,0.9,5886,0.11240986404111974
KOI_2468.01,0.168,24.33556,0,0.015125076465614909,1.06,0.97,6086,0.17842835562082499
KOI_2469.01,0.448,131.1897,0,0.015210411519948104,0.696,0.68,4835,0.17932049739892908
KOI_2470.01,0.032,2.174946,0,0.0015530510481207781,0.956,0.85,5720,0.07315562580453824
KOI_2471.01,0.162,25.88898,0,0.013391699751933203,0.843,0.92,5495,0.15880123650253425
KOI_2472.01,0.038,2.60755,0,0.014304699747848941,1.05,0.96,6059,0.16950693783978374
KOI_2474.01,0.597,176.8304,0,0.01254424386703551,0.904,0.8,5521,0.14809553516528473
KOI_2477.01,0.113,14.02625,0,0.01696010811674252,0.97,1.09,5908,0.1962711911829075
KOI_2479.01,0.168,25.54004,0,0.015040363709570273,0.975,1.7,5490,0.17753621384272086
KOI_2481.01,0.25,33.8476,0,1,1.811,6.8,4982,1.8378120628944974
KOI_2482.01,0.245,45.0887,0,0.01478988332302201,0.964,0.86,5753,0.17485978850840847
KOI_2483.01,0.113,15.05417,0,0.010065691368859842,0.845,0.96,5518,0.12489984893457748
KOI_2484.01,0.332,68.8881,0,0.010065691368859842,1.024,1.1,6044,0.12489984893457748
KOI_2715.03,0.053,5.720856,0,0.02303518150964036,0.59,0.6,4210,0.24087828008811374
KOI_2716.01,0.019,0.9628682,0,0.011493518353196576,0.96,0.85,5720,0.13382126671561873
KOI_2716.02,0.067,6.460056,0,0.015125076465614909,0.96,0.85,5720,0.17842835562082499
KOI_2717.01,0.02,0.9299076,0,0.013391699751933203,1.188,1.35,6432,0.15880123650253425
KOI_2719.01,0.044,4.115847,0,0.013688101523974858,0.674,0.652,4722,0.16236980361495074
KOI_2720.01,0.07,6.571477,0,0.001423394081734606,1.05,1.05,6109,0.07137134224833
KOI_2721.01,0.201,33.87854,0,0.01910477129521287,0.942,0.83,5669,0.21411402674498997
KOI_1876.01,0.316,82.53186,0,0.023481952514145137,0.62,0.59,4450,0.2435547054224261
KOI_1877.01,0.141,20.1602,0,0.047578602112580776,0.918,2.1,4916,0.33812173390146333
KOI_1878.01,0.24,40.80953,0,0.031995272040181454,1.106,1.17,6250,0.28548536899332
KOI_1879.01,0.132,22.08515,0,0.10543705026621135,0.63,0.93,3831,0.4906779779572687
KOI_1880.01,0.018,1.1511671,0,0.012363025573426995,0.548,0.524,4048,0.1329291249375146
KOI_1881.01,0.167,28.26681,0,0.026219735239476377,0.78,0.82,5257,0.25872111565019623
KOI_1882.01,0.048,3.770567,0,0.013763396940481787,1.067,0.97,6101,0.16326194539305486
KOI_1883.01,0.04,2.70729,0,0.004002722177048817,1.12,1.19,6295,0.09545917025714137
KOI_1884.01,0.156,23.12004,0,0.08664117153676214,0.95,0.92,5077,0.4460708890520625
KOI_1884.02,0.055,4.775041,0,0.02203274691436883,0.95,0.92,5077,0.23463328764138486
KOI_1885.01,0.063,5.653717,0,0.014872774729437648,1.029,0.93,5973,0.17575193028651262
KOI_1886.01,0.071,5.991849,0,0.020312190424289847,1.33,1.87,6347,0.22303544452603125
KOI_1889.01,0.114,14.3052,0,0.026219735239476377,0.959,0.85,5734,0.25872111565019623
KOI_1889.02,0.085,9.18186,0,0.014304699747848941,0.959,0.85,5734,0.16950693783978374
KOI_205.01,0.093,11.7201189,0,0.30157294297198123,0.79,0.77,5209,0.6869491691401762
KOI_1890.01,0.055,4.336491,0,0.011493518353196576,1.161,1.32,6045,0.13382126671561873
KOI_2167.02,0.074,6.95756,0,0.0010819872266159744,1.1,1.08,5994,0.06601849157970524
KOI_2169.01,0.057,5.453,0,0.0028216637665198236,0.823,0.93,5447,0.08653775247610011
KOI_2169.02,0.04,3.266606,0,0.0011341792680671886,0.823,0.93,5447,0.06691063335780936
KOI_2169.03,0.048,4.272354,0,0.0009359772165921636,0.823,0.93,5447,0.06334206624539286
KOI_2169.04,0.031,2.192589,0,0.00024259019937326848,0.823,0.93,5447,0.042822805348997996
KOI_2171.01,0.046,3.532292,0,0.010065691368859842,1.021,0.92,5945,0.12489984893457748
KOI_2172.01,0.091,10.440887,0,0.020312190424289847,0.91,0.96,5705,0.22303544452603125
KOI_2174.01,0.059,6.693196,0,0.008914058575312862,0.602,0.572,4356,0.12043914004405687
KOI_2174.02,0.171,33.13733,0,0.012093320795718886,0.602,0.572,4356,0.13203698315941048
KOI_2174.03,0.065,7.7251,0,0.0026192733102255836,0.602,0.572,4356,0.08475346891989187
KOI_2177.01,0.294,62.8908,0,0.0168615074490039,0.859,0.76,5354,0.19537904940480336
KOI_2180.01,0.098,11.5556,0,0.013538959863280521,0.931,0.83,5632,0.1605855200587425
KOI_2485.01,0.083,9.99124,0,0.011943752897771038,0.762,0.75,5115,0.1400662591623476
KOI_2486.01,0.054,4.267969,0,0.02318294114622877,1.141,1.172,6178,0.24177042186621786
KOI_2487.01,0.221,36.2929,0,0.01495626566117161,1.1,1.02,6180,0.17664407206461674
KOI_247.01,0.091,13.815058,0,0.014625868718771575,0.532,0.511,3954,0.17307550495220023
KOI_2488.01,0.111,12.41301,0,0.009364181658773018,1.181,1.3,6438,0.12222342360026513
KOI_2489.01,0.048,3.92458,0,0.008477834754398823,0.97,0.63,5558,0.11865485648784863
KOI_2490.01,0.091,11.60658,0,0.015470226374563717,0.756,0.664,4937,0.1819969227332415
KOI_2491.01,0.037,2.668362,0,0.01105075068646744,0.969,0.86,5782,0.128468416046994
KOI_2492.01,0.02,0.984938,0,0.0026192733102255836,1.056,0.96,6069,0.08475346891989187
KOI_2493.01,0.014,0.6630983,0,0.008264894820840073,0.793,0.699,5099,0.11776271470974449
KOI_2494.01,0.141,19.1185,0,0.011943752897771038,1.02,0.97,5999,0.1400662591623476
KOI_2497.01,0.235,48.4308,0,0.017989941138038083,0.741,0.74,5046,0.20519260896394872
KOI_2503.01,0.115,14.82022,0,0.0283773530829556,0.919,2.25,4852,0.26942681698744575
KOI_2723.01,0.03,1.9527091,0,0.017989941138038083,0.91,0.9,5659,0.20519260896394872
KOI_2729.01,0.121,14.88811,0,0.013538959863280521,1.06,1.14,6146,0.1605855200587425
KOI_2730.01,0.054,4.521577,0,0.003744218221213967,1.007,0.93,5927,0.09367488670093312
KOI_1892.01,0.302,62.56259,0,0.02800412939982539,0.94,0.83,5664,0.26764253343123745
KOI_1893.01,0.047,3.554901,0,0.011493518353196576,1.073,0.98,6114,0.13382126671561873
KOI_1894.01,0.077,5.288016,0,1,2.211,9,4998,1.5255624405580537
KOI_1897.01,0.307,59.77049,0,0.02303518150964036,1.08,1.09,6190,0.24087828008811374
KOI_206.01,0.06,5.3340867,0,0.36003618946877414,1.02,1.14,6045,0.7226348402643411
KOI_1898.01,0.069,6.498013,0,0.011878609310077826,1.032,1.04,6057,0.13917411738424348
KOI_1899.01,0.149,19.76191,0,0.021619793887072344,1.14,1.21,6321,0.2319568623070725
KOI_1900.01,0.05,5.18498,0,0.011557051442161374,0.62,0.59,4450,0.13471340849372287
KOI_1901.01,0.388,85.6539,0,0.015735915149708655,1.06,0.96,6078,0.18467334806755384
KOI_1902.01,0.424,137.86475,0,1,0.534,0.513,3968,1.8734977340186623
KOI_1904.01,0.102,12.439517,0,0.04389991946030681,0.919,1.89,5054,0.32741603256421387
KOI_1906.01,0.079,8.71042,0,1,0.86,0.77,5381,1.3382126671561874
KOI_1907.01,0.081,11.350106,0,0.014625868718771575,0.553,0.528,4086,0.17307550495220023
KOI_208.01,0.042,3.0038752,0,1,1.1,1.01,6215,1.0081202092576613
KOI_2181.01,0.101,12.28859,0,0.04694597399035619,0.916,1.89,5036,0.3363374503452551
KOI_2182.01,0.128,17.13271,0,0.01910477129521287,0.96,0.81,5276,0.21411402674498997
KOI_2185.01,0.35,76.9611,0,0.015735915149708655,0.964,1.08,5886,0.18467334806755384
KOI_2186.01,0.115,14.9802,0,0.026219735239476377,0.9,0.91,4880,0.25872111565019623
KOI_2188.02,0.072,6.74391,0,0.012140985226052094,1.08,0.99,6130,0.14274268449666
KOI_2189.01,0.199,33.35816,0,1,0.94,1.11,4825,5.085208135193512
KOI_2191.01,0.068,8.847813,0,0.007646557956011895,0.538,0.516,3995,0.11508628937543212
KOI_2193.01,0.03,2.361718,0,0.009364181658773018,0.627,0.598,4485,0.12222342360026513
KOI_2200.01,0.041,3.170598,0,0.01289022817154194,0.934,0.96,5774,0.15255624405580537
KOI_2201.01,0.474,116.5269,0,0.026219735239476377,1.04,1.19,6083,0.25872111565019623
KOI_2202.01,0.016,0.8131804,0,0.0036191939986994098,0.833,0.73,5253,0.092782744922829
KOI_2204.01,0.104,10.86084,0,0.029530812170323592,1.28,1.62,6474,0.2747796676560705
KOI_2205.01,0.156,24.08638,0,0.02800412939982539,0.87,0.89,4799,0.26764253343123745
KOI_2206.01,0.03,1.834225,0,0.012363025573426995,1.04,1,5521,0.1329291249375146
KOI_2208.01,0.033,2.344547,0,0.0010315829402204586,0.898,0.909,5692,0.06512634980160112
KOI_2504.01,0.147,20.49013,0,0.01696010811674252,1.01,0.85,5470,0.1962711911829075
KOI_2506.01,0.134,17.35848,0,0.013538959863280521,1.05,1.06,6114,0.1605855200587425
KOI_2507.01,0.1,11.12956,0,0.01696010811674252,1.07,0.98,6115,0.1962711911829075
KOI_2508.01,0.07,7.103958,0,0.014464161109301587,0.892,0.79,5481,0.17129122139599198
KOI_2509.01,0.05,4.551433,0,0.003496951465995254,0.824,0.76,5284,0.09189060314472487
KOI_2512.01,0.12,15.92093,0,1,0.92,0.81,5578,1.9627119118290748
KOI_2513.01,0.146,19.00545,0,1,1.16,1.1,6362,1.1240986404111974
KOI_2516.01,0.038,2.810324,0,0.006683170224232892,0.96,1.68,5450,0.11062558048491149
KOI_2517.01,0.019,0.96852,0,0.006869220436618467,0.992,0.99,5944,0.11151772226301562
KOI_2519.01,0.048,4.790924,0,0.08664117153676214,0.645,0.573,4459,0.4460708890520625
KOI_2520.01,0.06,6.494474,0,0.007849274103709034,0.676,0.653,4727,0.11597843115353625
KOI_2521.01,0.176,28.4752,0,0.016007682752572028,0.89,0.69,5085,0.18734977340186623
KOI_2521.02,0.054,4.86643,0,0.008914058575312862,0.89,0.69,5085,0.12043914004405687
KOI_2733.01,0.055,5.620047,0,0.017989941138038083,0.69,0.7,4797,0.20519260896394872
KOI_2734.01,0.047,3.825904,0,0.044793487767834275,0.94,0.9,5029,0.33009245789852626
KOI_2735.01,0.012,0.5588406,0,0.005801588527586431,0.782,0.69,5046,0.10616487159439086
KOI_2736.01,0.074,9.336445,0,0.015125076465614909,0.619,0.589,4445,0.17842835562082499
KOI_2739.01,0.088,10.107674,0,0.014304699747848941,0.905,0.89,5643,0.16950693783978374
KOI_2739.02,0.07,7.095693,0,0.0021602820291566375,0.905,0.89,5643,0.08029276002937125
KOI_2743.01,0.099,11.874578,0,0.007251222153933125,0.93,0.84,5642,0.11330200581922387
KOI_1910.01,0.191,34.26749,0,0.01910477129521287,0.794,0.84,5299,0.21411402674498997
KOI_1911.01,0.059,5.753201,0,0.01696010811674252,0.81,0.79,5284,0.1962711911829075
KOI_1913.01,0.058,5.508576,0,0.008694217181713183,0.844,0.95,5517,0.11954699826595275
KOI_1914.01,0.135,18.93094,0,0.11221268174148513,0.918,2.14,4889,0.5620493202055987
KOI_1917.01,0.22,35.01198,0,0.02303518150964036,1.152,1.09,6358,0.24087828008811374
KOI_1920.01,0.123,16.571152,0,0.01666659798665551,0.895,0.79,5488,0.1935947658485951
KOI_1921.01,0.135,16.0049,0,0.02800412939982539,1.28,1.34,6716,0.26764253343123745
KOI_1922.01,0.031,1.954541,0,0.015470226374563717,1.056,0.95,6050,0.1819969227332415
KOI_1922.02,0.122,15.0952,0,0.0038720518146814213,1.056,0.95,6050,0.09456702847903725
KOI_1923.01,0.071,7.234049,0,0.031995272040181454,0.908,1.51,5437,0.28548536899332
KOI_1925.01,0.316,68.95803,0,0.004699563696015829,0.88,0.947,5365,0.099919879147662
KOI_3119.01,0.025,2.184438,0,0.03421728956301689,0.46,0.61,3665,0.2944067867743612
KOI_3120.01,0.052,4.135906,0,0.007646557956011895,1.08,0.99,6152,0.11508628937543212
KOI_3122.01,0.084,8.05334,0,0.004272681339965264,1.23,1.55,6354,0.09724345381334962
KOI_3123.01,0.124,15.23128,0,0.012820257934779422,1.09,1,6176,0.15166410227770125
KOI_3125.01,0.057,4.453434,0,0.001763587798362453,1.25,1.26,6640,0.07583205113885062
KOI_3127.01,0.092,9.70542,0,0.011564804514926986,1.1,1.13,6227,0.13025269960320224
KOI_3128.01,0.148,21.23599,0,0.003146633102580239,0.965,0.974,5848,0.08921417781041249
KOI_3130.01,0.108,14.86398,0,0.012074933219429838,0.759,0.78,5142,0.14185054271855588
KOI_3130.02,0.057,5.652507,0,0.0016210456185567009,0.759,0.78,5142,0.07404776758264237
KOI_439.01,0.029,1.90221,0,0.041880897203973984,0.86,0.76,5363,0.321171040117485
KOI_442.03,0.072,7.025763,0,0.011620833825601714,1.028,0.92,5969,0.135605550271827
KOI_443.01,0.126,16.217504,0,0.02800412939982539,1.003,0.9,5889,0.26764253343123745
KOI_444.01,0.101,11.722936,0,0.01696010811674252,1.01,0.92,5934,0.1962711911829075
KOI_584.03,0.066,6.47052,0,0.002246906193514692,0.905,0.8,5524,0.08118490180747537
KOI_585.01,0.046,3.72218,0,0.02006293496229358,0.93,0.82,5624,0.22125116096982297
KOI_586.01,0.124,15.77955,0,0.017989941138038083,1.017,0.91,5938,0.20519260896394872
KOI_587.01,0.105,14.034832,0,0.026219735239476377,0.79,0.84,5286,0.25872111565019623
KOI_588.01,0.081,10.355742,0,0.015825818806884787,0.665,0.64,4677,0.185565489845658
KOI_94.01,0.168,22.343001,0,1,1.278,1.52,6184,1.0170416270387024
KOI_592.01,0.231,39.75062,0,0.02800412939982539,1.04,1.06,6089,0.26764253343123745
KOI_593.01,0.092,9.997624,0,0.018536257155083547,1.025,0.92,5969,0.20965331785446936
KOI_593.02,0.398,90.41119,0,0.03660046286224619,1.025,0.92,5969,0.3033282045554025
KOI_593.03,0.171,25.53327,0,0.013613291698694444,1.025,0.92,5969,0.16147766183684661
KOI_2935.01,0.19,27.88011,0,0.012960600326431513,1.182,1.16,6448,0.1534483858339095
KOI_2936.01,0.067,6.480178,0,0.004412023453941835,0.948,0.84,5697,0.09813559559145375
KOI_2942.01,0.112,13.84293,0,0.012363025573426995,0.97,0.68,5514,0.1329291249375146
KOI_2942.02,0.163,24.27684,0,0.011493518353196576,0.97,0.68,5514,0.13382126671561873
KOI_2945.01,0.142,19.94738,0,0.020312190424289847,0.961,0.85,5736,0.22303544452603125
KOI_2946.01,0.121,15.14112,0,0.01696010811674252,1.04,0.85,5665,0.1962711911829075
KOI_2948.01,0.098,11.39153,0,0.008055380418801888,0.96,1.58,5582,0.11687057293164037
KOI_2949.01,0.097,10.17438,0,0.0065003931000440695,1.18,1.78,6176,0.10973343870680737
KOI_2951.01,0.035,2.443564,0,0.0010315829402204586,0.976,0.87,5793,0.06512634980160112
KOI_3131.01,0.096,10.92944,0,0.011620833825601714,0.975,0.87,5789,0.135605550271827
KOI_3136.01,0.032,2.391612,0,0.004002722177048817,0.728,0.723,4988,0.09545917025714137
KOI_3140.01,0.052,5.688814,0,0.0018382250731511095,0.572,0.544,4201,0.07672419291695474
KOI_3141.01,0.033,2.319426,0,0.0019944594551458803,0.88,0.84,5529,0.07850847647316299
KOI_3142.01,0.189,27.94325,0,0.015125076465614909,1.156,1.09,6378,0.17842835562082499
KOI_3144.01,0.062,8.07392,0,0.016007682752572028,0.49,0.67,3679,0.18734977340186623
KOI_3145.01,0.048,4.536993,0,0.01105075068646744,0.717,0.633,4771,0.128468416046994
KOI_3145.02,0.017,0.9773142,0,0.003260699373810079,0.717,0.633,4771,0.09010631958851661
KOI_3146.01,0.226,39.85925,0,0.008055380418801888,0.969,1.08,5900,0.11687057293164037
KOI_3147.01,0.224,39.44131,0,0.0054712583658563475,0.969,0.86,5765,0.1043805880381826
KOI_449.01,0.82,252.07751,0,1,1.16,1.09,6366,4.817565601762275
KOI_452.01,0.048,3.70597,0,0.02095299423911337,1.09,1.08,5935,0.22749615341655183
KOI_454.01,0.172,29.0078,0,0.026219735239476377,0.809,0.77,5257,0.25872111565019623
KOI_458.01,0.274,53.71798,0,0.25130124613622684,0.95,1.17,5836,0.7404776758264238
KOI_596.01,0.022,1.6826933,0,0.009364181658773018,0.519,0.502,3890,0.12222342360026513
KOI_94.02,0.101,10.423707,0,0.06109276145238108,1.278,1.52,6184,0.3764838303599407
KOI_599.01,0.069,6.454518,0,0.02303518150964036,1.07,0.97,6099,0.24087828008811374
KOI_600.01,0.047,3.595736,0,0.018097474040081694,1.05,1.01,6086,0.20608475074205287
KOI_601.01,0.062,5.404283,0,0.02800412939982539,1.07,0.98,6119,0.26764253343123745
KOI_601.02,0.103,11.678907,0,0.33234966924925113,1.07,0.98,6119,0.8029276002937125
KOI_601.03,0.023,1.2084485,0,0.012274051096458335,1.07,0.98,6119,0.14452696805286824
KOI_602.01,0.112,12.91384,0,0.023785670736067382,1.122,1.1,6293,0.24533898897863435
KOI_2956.01,0.054,3.937713,0,0.0012440896714201372,1.32,1.55,6717,0.06869491691401762
KOI_2958.01,0.205,31.60854,0,0.016007682752572028,1.15,1.08,6348,0.18734977340186623
KOI_2959.01,0.11,16.15609,0,0.01696010811674252,0.68,0.74,4319,0.1962711911829075
KOI_279.01,0.193,28.454899,0,0.09024864080109458,1.18,1.31,6418,0.45499230683310365
KOI_2961.01,0.053,3.784706,0,0.0065003931000440695,1.4,1.99,6458,0.10973343870680737
KOI_2962.01,0.034,2.172927,0,0.002336069052052448,1.08,0.99,6134,0.08207704358557949
KOI_2963.01,0.14,18.22077,0,0.012363025573426995,1.114,1.03,6238,0.1329291249375146
KOI_2963.02,0.077,7.350986,0,0.008264894820840073,1.114,1.03,6238,0.11776271470974449
KOI_2964.01,0.255,47.44949,0,0.01200919165507888,0.982,0.97,5905,0.14095840094045176
KOI_288.01,0.104,10.275394,0,0.030328552091739347,1.41,1.95,6088,0.27834823476848697
KOI_289.01,0.175,26.62942,0,0.0168615074490039,1,1,5780,0.19537904940480336
KOI_289.02,0.854,296.6371,0,0.08807507307971298,0.944,0.949,5812,0.449639456164479
KOI_294.01,0.212,34.43576,0,0.017989941138038083,1.06,1.02,6125,0.20519260896394872
KOI_296.01,0.187,28.86231,0,0.01910477129521287,1.04,1.07,6089,0.21411402674498997
KOI_297.01,0.065,5.651838,0,0.012476168981244503,1.13,1.28,6282,0.1472033933871806
KOI_75.01,0.47,105.88531,0,0.3065271620052297,1.233,2.06,5925,0.78508476473163
KOI_460.01,0.125,17.587568,0,0.044793487767834275,0.84,0.98,5517,0.33009245789852626
KOI_463.01,0.108,18.477659,0,0.019338605009026066,0.495,0.485,3726,0.21589831030119822
KOI_464.01,0.279,58.36209,0,0.12214935798377184,0.846,0.9,5488,0.5798921557676812
KOI_464.02,0.057,5.350193,0,0.020312190424289847,0.846,0.9,5488,0.22303544452603125
KOI_466.01,0.089,9.391038,0,0.34447454544411765,1.075,0.98,6111,0.7137134224832999
KOI_467.01,0.133,18.009297,0,0.08664117153676214,0.975,0.88,5803,0.4460708890520625
